"Presence_absence","Longitude","Latitude","Day","Month","Year","dayl_mean","prcp_mean","srad_mean","tmax_mean","tmin_mean","vp_mean"
0,-97.21,36.11,24,"September",2020,42494.30859375,0.467499971389771,351.005004882812,26.4325008392334,13.6462497711182,1587.72375488281
1,-94.8,37.35,3,"April",2021,44891.60546875,0,438.743743896484,19.7474994659424,5.70875024795532,961.682495117188
1,-94.68,38.51,31,"March",2021,44966.60546875,1.62374997138977,432.492492675781,19.3449993133545,4.74375009536743,908.984985351562
0,-96.49,38.69,1,"April",2021,44977.5234375,4.71999979019165,432.101257324219,20.34375,4.63875007629395,820.166259765625
0,-97.21,36.11,1,"April",2021,44818.98046875,0,429.413757324219,22.3162498474121,7.91625022888184,1039.25122070312
1,-94.8,37.35,8,"August",2021,49183.421875,3.63749980926514,375.598754882812,32.6637496948242,21.1324996948242,2539.97241210938
1,-96.49,38.69,8,"August",2021,49492.17578125,3.59875011444092,382.856262207031,34.3287506103516,20.7762489318848,2477.77758789062
1,-94.68,38.51,12,"August",2021,49452.89453125,12.6412506103516,382.501251220703,32.8012504577637,21.0112495422363,2511.3173828125
1,-99.55,39.38,10,"August",2021,49651.3359375,1.0587500333786,422.298736572266,36.40625,17.8462505340576,1948.13745117188
0,-97.86,37.81,9,"August",2021,49284.97265625,2.66875004768372,414.711242675781,36.3400001525879,20.8487510681152,2474.98754882812
1,-94.8,37.35,28,"August",2021,47101.89453125,0.261249989271164,381.052490234375,34.2299995422363,21.9425010681152,2634.97875976562
1,-94.8,37.35,17,"July",2021,51554.328125,10.3962497711182,374.688751220703,29.3600006103516,19.1200008392334,2220.82885742188
1,-95.45,38.97,18,"July",2021,52086.40625,7.64249992370605,350.489990234375,28.9437503814697,19.2024993896484,2231.79125976562
0,-97.21,36.11,19,"July",2021,51185.453125,0.592499971389771,384.491241455078,31.78125,20.90625,2490.30883789062
1,-94.8,37.35,12,"June",2021,52366.03515625,4.07499980926514,470.742492675781,33.6624984741211,19.6887493133545,2307.02612304688
1,-97.86,37.81,15,"June",2021,52525.1484375,0,493.367492675781,35.3312492370605,19.7224998474121,2133.20751953125
1,-96.49,38.69,17,"June",2021,52850.40234375,0,488.920013427734,33.9962501525879,18.8799991607666,2204.82373046875
1,-99.55,39.38,16,"June",2021,53100.8125,0,482.398742675781,35.7224998474121,18.6350002288818,2082.10888671875
0,-97.39,35.65,17,"June",2021,51807.51953125,2.0699999332428,469.01123046875,34.0900001525879,20.5650005340576,2428.71240234375
1,-94.8,37.35,23,"June",2021,52461.60546875,10.633749961853,405.91748046875,31.6612510681152,18.9537506103516,2243.1337890625
1,-95.45,38.97,19,"June",2021,53056.28125,6.82999992370605,381.823760986328,32.6699981689453,20.2787494659424,2431.54248046875
1,-94.68,38.51,18,"June",2021,52889.03125,11.9275007247925,385.339996337891,31.8899993896484,19.7824993133545,2360.3701171875
0,-97.21,36.11,23,"June",2021,52049.859375,2.47249984741211,423.204986572266,33.2649993896484,19.9324989318848,2324.60620117188
0,-98.52,34.73,22,"June",2021,51596.83984375,3.89625000953674,435.463745117188,33.2287483215332,20.1450004577637,2413.12377929688
1,-94.8,37.35,3,"April",2022,44891.60546875,2.45499992370605,379.040008544922,17.8374996185303,4.68249988555908,857.48876953125
1,-94.8,37.35,14,"August",2022,48177.2421875,3.37875008583069,378.658752441406,33.4375,19.0575008392334,2216.5673828125
1,-94.8,37.35,1,"July",2022,52353.46484375,0,450.080017089844,31.4025001525879,17.8087501525879,2060.94750976562
1,-95.45,38.97,30,"June",2022,52940.59765625,2.94374990463257,407.776245117188,29.8299999237061,17.84375,2061.30249023438
1,-94.8,37.35,10,"July",2022,52046.54296875,0,411.654998779297,35.6812515258789,22.4787502288818,2738.20629882812
1,-94.8,37.35,19,"June",2022,52461.60546875,0.931249976158142,429.136260986328,34.3112487792969,21.2250003814697,2534.24877929688
1,-99.28,36.68,24,"June",2022,52244.05859375,4.34000015258789,426.338745117188,37.5012512207031,22.1612491607666,2501.98364257812
0,-97.21,36.11,21,"June",2022,52049.859375,0,451.022521972656,35.9199981689453,22.4937496185303,2732.67260742188
1,-94.8,37.35,20,"May",2022,50941.95703125,9.55624961853027,341.766235351562,23.2937507629395,12.3500003814697,1474.92504882812
1,-94.68,38.51,20,"May",2022,51294.73046875,10.0012502670288,380.238739013672,22.6937503814697,12.1087503433228,1452.3837890625
1,-94.8,37.35,30,"May",2022,51589.85546875,11.0762500762939,343.017517089844,25.3037509918213,15.2925004959106,1806.68493652344
0,-97.21,36.11,31,"May",2022,51219.31640625,3.29749989509583,352.817504882812,26.8712501525879,16.8637504577637,2023.91125488281
1,-97.86,37.81,19,"March",2021,42524.63671875,5.53749990463257,282.393737792969,14.7962503433228,2.63750004768372,749.021240234375
1,-99.55,39.38,20,"March",2021,42484.6875,2.37124991416931,267.527496337891,13.1424999237061,0.725000023841858,647.807495117188
1,-99.55,39.38,21,"March",2021,42484.6875,2.37124991416931,267.527496337891,13.1424999237061,0.725000023841858,647.807495117188
0,-97.21,36.11,19,"March",2021,42564.21875,2.21875,350.228759765625,18.7412490844727,4.42000007629395,821.172485351562
0,-99.28,36.68,20,"March",2021,42550.765625,4.19875001907349,333.402496337891,16.3762493133545,2.55999994277954,651.577514648438
1,-97.86,37.81,9,"May",2022,50269.8984375,2.31874990463257,381.131256103516,31.1375007629395,18.6487503051758,1981.73999023438
1,-99.55,39.38,10,"May",2022,50698.30078125,2.73250007629395,450.033752441406,30.1700000762939,11.9162502288818,994.118774414062
0,-97.21,36.11,12,"May",2022,49847.1015625,0.928749978542328,373.294982910156,31.8387508392334,19.8775005340576,2355.30126953125
1,-95.45,38.97,29,"September",2020,41172.33984375,0,396.361267089844,22.1862506866455,5.36750030517578,900.952514648438
1,-95.45,38.97,13,"April",2021,46223.66796875,2.00999999046326,384.402496337891,17.8812503814697,5.05499982833862,880.023742675781
1,-95.45,38.97,4,"August",2021,50532.59765625,0,427.122497558594,31.5487499237061,19.2000007629395,2271.87744140625
0,-97.21,36.11,4,"August",2021,49796.40625,2.19624996185303,408.617492675781,33.0062484741211,19.8474998474121,2348.09375
1,-95.45,38.97,5,"July",2021,52612.39453125,2.28999996185303,376.021240234375,29.9749984741211,18.9750003814697,2194.64501953125
1,-95.45,38.97,28,"March",2021,43748.26953125,2.67499995231628,272.651245117188,15.4412498474121,5.05375003814697,890.252502441406
0,-97.39,35.65,26,"March",2021,43686.078125,4.05124998092651,378.320007324219,19.2875003814697,6.72375011444092,878.257507324219
1,-95.45,38.97,27,"September",2021,42417.30078125,0,395.472503662109,28.5774993896484,12.071249961853,1444.87377929688
0,-97.21,36.11,22,"September",2021,42494.30859375,0,396.269989013672,31.7399997711182,13.6937494277954,1597.66870117188
0,-98.52,34.73,23,"September",2021,42529.28125,3.01624989509583,403.246246337891,31.6312503814697,13.7462501525879,1595.02746582031
1,-95.45,38.97,26,"April",2022,48555.8984375,2.91249990463257,374.887512207031,21.6862506866455,9.13500022888184,1179.72631835938
0,-97.39,35.65,23,"April",2022,47941.92578125,2.61875009536743,388.961242675781,24.0137500762939,11.375,1336.33374023438
1,-95.45,38.97,13,"June",2022,52954.046875,1.31875002384186,388.327514648438,33.4512481689453,22.1012496948242,2696.94750976562
0,-97.21,36.11,13,"June",2022,51958.84765625,2.66000008583069,384.818756103516,34.3450012207031,23.2562503814697,2887.88989257812
0,-98.52,34.73,10,"June",2022,51510.7890625,0,437.316253662109,35.9650001525879,22.5275001525879,2741.99877929688
1,-96.49,38.69,8,"May",2022,49554.92578125,7.03250026702881,305.813751220703,17.8724994659424,9,1135.25622558594
1,-94.68,38.51,2,"May",2022,49515.2421875,10.9624996185303,320.054992675781,18.4987506866455,9.62874984741211,1205.70373535156
1,-99.28,36.68,15,"April",2022,47079.69921875,0.638750016689301,421.043731689453,24.1112499237061,8.74749946594238,582.697509765625
0,-94.8,37.35,16,"April",2022,47170.140625,1.00499999523163,391.527496337891,19.1312503814697,6.22874975204468,964.963745117188
0,-97.21,36.11,21,"April",2022,46998.7890625,0,399.309997558594,24.2474994659424,10.4262504577637,1155.72241210938
1,-99.28,36.68,19,"September",2022,43633.328125,0.569999992847443,348.255004882812,36.3675003051758,20.408748626709,2258.6162109375
0,-97.39,35.65,15,"February",2020,38336.234375,1.34874999523163,253.018753051758,9.46374988555908,-0.113750010728836,636.621276855469
0,-97.39,35.65,10,"October",2020,40319.9453125,0,358.371246337891,29.7975006103516,13.7512502670288,1596.15380859375
0,-95.45,38.97,12,"October",2020,39949.859375,0,329.053741455078,28.0750007629395,12.0562496185303,1422.44128417969
0,-97.21,36.11,8,"October",2020,40270.828125,0,360.867492675781,30.1499996185303,12.4125003814697,1468.46997070312
0,-97.39,35.65,5,"February",2021,37406.05078125,0.223749995231628,284.785003662109,8.80375003814697,-2.50500011444092,409.075012207031
0,-97.39,35.65,26,"February",2021,40386.16015625,0.826250016689301,390.111267089844,17.0550003051758,2.82500004768372,501.998748779297
0,-97.21,36.11,4,"March",2021,40338.18359375,1.38250005245209,382.972503662109,17.21875,1.17624998092651,581.617492675781
0,-97.39,35.65,14,"May",2021,49733.90625,3.67374992370605,396.804992675781,21.4675006866455,11.0174999237061,1228.3212890625
0,-94.8,37.35,12,"May",2021,50151.2421875,5.68375015258789,361.875,19.1162490844727,8.51000022888184,1126.15502929688
0,-97.21,36.11,12,"May",2021,49847.1015625,3.19374990463257,400.498748779297,21.7362499237061,10.2612504959106,1254.32751464844
0,-99.55,39.38,16,"May",2021,50698.30078125,7.34500026702881,358.107513427734,19.71875,6.56874990463257,1002.04998779297
0,-97.39,35.65,27,"November",2021,35221.66015625,0,287.048767089844,19.5974998474121,2.00250005722046,719.862487792969
0,-97.39,35.65,18,"September",2021,43617.2578125,0,380.328735351562,32.903751373291,18.5587501525879,2155.59741210938
0,-97.39,35.65,19,"February",2022,39335.91015625,2.30250000953674,287.003753662109,8.73374938964844,-4.53625011444092,510.411254882812
0,-94.8,37.35,20,"February",2022,39092.44921875,0.75,295.9375,5.40000009536743,-7.1712498664856,405.146240234375
0,-97.39,35.65,29,"January",2022,36566.703125,0.152500003576279,276.798767089844,12.8699998855591,-3.05625009536743,497.220001220703
0,-94.8,37.35,30,"January",2022,36142.7421875,1.91499996185303,268.691253662109,8.69999980926514,-6.20749998092651,392.089996337891
0,-95.45,38.97,29,"January",2022,35697.7578125,0.435000002384186,254.536254882812,7.58750009536743,-6.91874980926514,373.428741455078
0,-97.39,35.65,19,"March",2022,42574.84375,7.72375011444092,372.309997558594,21.1612491607666,5.88374996185303,730.221252441406
0,-97.21,36.11,17,"March",2022,42564.21875,8.52624988555908,363.415008544922,21.03125,4.57249975204468,534.092468261719
0,-94.8,37.35,22,"June",2020,52461.60546875,0,415.117492675781,30.5162506103516,18.6525001525879,2160.84252929688
0,-94.8,37.35,8,"November",2020,36091.01171875,3.29375004768372,238.127502441406,18.6925010681152,4.60624980926514,927.159973144531
0,-94.8,37.35,13,"September",2020,43643.36328125,0,407.357513427734,26.0137500762939,12.616250038147,1468.64501953125
0,-97.21,36.11,14,"September",2020,43624.3515625,0,396.5,27.4925003051758,13.625,1569.54626464844
0,-94.8,37.35,18,"April",2021,47170.140625,2.91624999046326,347.752502441406,13.7687501907349,2.7975001335144,759.351257324219
0,-94.8,37.35,23,"May",2021,50941.95703125,4.26749992370605,255.543746948242,24.2325000762939,17.1275005340576,1958.09631347656
0,-94.8,37.35,21,"November",2021,35325.12109375,0.423750013113022,263.070007324219,15.2512493133545,0.948749959468842,680.327514648438
0,-95.45,38.97,18,"November",2021,34825.5390625,0,260.886260986328,13.789999961853,-0.369999974966049,604.195007324219
0,-99.55,39.38,22,"November",2021,34701.01171875,0,255.328750610352,15.1175003051758,-3.06375002861023,493.932495117188
0,-97.86,37.81,21,"November",2021,35189.8359375,0,271.510009765625,15.3625001907349,-0.314999997615814,611.046264648438
0,-96.49,38.69,20,"November",2021,34913.51953125,0,261.915008544922,14.1875,-0.763749957084656,590.147521972656
0,-94.68,38.51,17,"November",2021,34965.9296875,0,262.26123046875,13.508749961853,-0.0912500023841858,623.506225585938
0,-97.86,37.81,1,"November",2020,36873.44921875,0,315.083740234375,22.0462493896484,4.16249990463257,832.010009765625
0,-95.45,38.97,5,"November",2020,36589.08203125,0,293.706237792969,21.2962493896484,4.94250011444092,894.563720703125
0,-96.49,38.69,3,"November",2020,36657.71484375,0,304.885009765625,21.6399993896484,4.59875011444092,855.8125
0,-96.49,38.69,31,"October",2020,36657.71484375,0,304.885009765625,21.6399993896484,4.59875011444092,855.8125
0,-97.21,36.11,5,"November",2020,37250.25,0,313.660003662109,23.0362510681152,6.42000007629395,988.086242675781
0,-94.68,38.51,4,"November",2020,36698.61328125,0,301.815002441406,20.4225006103516,4.39624977111816,870.71875
0,-99.55,39.38,2,"November",2020,36491.9765625,0,325.137512207031,24.6287498474121,1.2224999666214,428.058746337891
0,-97.39,35.65,5,"November",2020,37351.1796875,0,307.372497558594,22.7262496948242,7.74625015258789,1077.45751953125
0,-95.45,38.97,7,"December",2020,33686.60546875,0,231.583755493164,12.7025003433228,-3.16499996185303,484.713745117188
0,-97.21,36.11,7,"December",2020,34655.48828125,1.1837500333786,238.039993286133,13.5012502670288,-1.94249999523163,533.960021972656
0,-98.52,34.73,6,"December",2020,35091.8984375,0.0737499967217445,261.547515869141,14.4250001907349,-0.477500051259995,595.267517089844
0,-95.45,38.97,26,"November",2020,34165.125,2.0699999332428,203.832504272461,10.6049995422363,-2.17374992370605,534.0537109375
0,-95.45,38.97,5,"December",2021,33686.60546875,0,203.898742675781,13.4675006866455,0.216250002384186,633.711242675781
0,-94.8,37.35,9,"December",2021,34258.9921875,0.263749986886978,208.472503662109,15.6662502288818,2.10750007629395,737.780029296875
0,-98.52,34.73,9,"December",2021,35091.8984375,0,252.076248168945,18.6525001525879,2.80499982833862,780.372497558594
0,-95.45,38.97,12,"December",2021,33410.31640625,0.574999988079071,179.309997558594,12.1175003051758,-0.0887499898672104,622.387512207031
0,-97.21,36.11,14,"December",2021,34409.421875,0.322499990463257,205.354995727539,16.2687492370605,2.32999992370605,783.85498046875
0,-97.39,35.65,11,"December",2021,34561.33203125,0,214.596252441406,16.8362503051758,3.86625003814697,875.921264648438
0,-99.28,36.68,12,"December",2021,34216.62109375,0,236.339996337891,16.5375003814697,-1.86125004291534,551.027465820312
0,-95.45,38.97,23,"February",2021,38837.625,0,432.1875,8.15625,-7.42374992370605,332.013763427734
0,-95.45,38.97,8,"March",2021,41248.96484375,1.18875002861023,319.651245117188,18.3137493133545,5.06374979019165,760.789978027344
0,-94.8,37.35,7,"March",2021,41362.234375,7.90625,292.191253662109,17.5287494659424,5.72874975204468,951.765014648438
0,-95.45,38.97,29,"May",2021,52124.35546875,6.28125,354.012512207031,22.0750007629395,13.4025001525879,1574.94494628906
0,-95.45,38.97,6,"November",2021,36589.08203125,0.140000000596046,248.146255493164,14.758749961853,3.31375002861023,787.313781738281
0,-97.21,36.11,8,"November",2021,37250.25,1.66124999523163,231.213745117188,16.4724998474121,5.19500017166138,898.717529296875
0,-97.39,35.65,5,"November",2021,37351.1796875,1.95249998569489,227.175003051758,15.9962501525879,5.95625019073486,943.998779296875
0,-95.45,38.97,10,"October",2021,39949.859375,21.0887508392334,251.727493286133,24.6450004577637,11.9925003051758,1432.97375488281
0,-97.39,35.65,14,"October",2021,40319.9453125,9.36124992370605,264.701263427734,26.9987506866455,14.4162502288818,1683.42626953125
0,-95.45,38.97,10,"September",2021,44918.97265625,0,412.20751953125,30.8349990844727,16.8299999237061,1930.89001464844
0,-97.21,36.11,8,"September",2021,44749.703125,0,440.807495117188,34.2987480163574,17.0562496185303,1957.88256835938
0,-94.68,38.51,12,"September",2021,44890.9921875,0,414.176239013672,30.0249996185303,16.6612491607666,1907.56372070312
0,-99.28,36.68,9,"September",2021,44782.53125,0,433.366241455078,35.9512519836426,18.1324996948242,1942.37622070312
0,-95.45,38.97,11,"August",2022,49558.08984375,0,402.826232910156,32.3800010681152,19.6787509918213,2339.52368164062
0,-97.21,36.11,11,"August",2022,48923.0078125,2.48999977111816,367.894989013672,36.6149978637695,22.4549999237061,2744.173828125
0,-95.45,38.97,4,"March",2022,40024.65625,0,415.392486572266,19.2224998474121,-2.34124994277954,357.864990234375
0,-97.21,36.11,3,"March",2022,40338.18359375,0,450.331237792969,21.7237491607666,-0.630000054836273,523.962524414062
0,-98.52,34.73,3,"March",2022,40480.4609375,0,440.197509765625,19.8362503051758,1.40624988079071,583.972473144531
0,-97.21,36.11,21,"December",2020,34354.68359375,0,265.652496337891,14.2087497711182,-2.51750016212463,519.022521972656
0,-94.8,37.35,22,"December",2020,33943.1640625,0,241.168746948242,10.9412498474121,-3.36500000953674,488.981262207031
0,-95.45,38.97,21,"December",2020,33348.8203125,0,231.652496337891,10.4475002288818,-5.25,427.589996337891
0,-97.21,36.11,19,"November",2020,35671.6796875,0.323749989271164,240.154998779297,19.2250003814697,5.60249996185303,972.954956054688
0,-97.39,35.65,20,"November",2020,35800.5859375,0.0625,246.008758544922,19.2574996948242,6.82375001907349,1048.29125976562
0,-97.21,36.11,22,"October",2020,39205.12890625,0.301249980926514,290.128753662109,22.7012500762939,9.04125022888184,1175.65625
0,-97.21,36.11,18,"August",2021,47961.609375,1.31749999523163,339.706237792969,32.0037498474121,21.2312507629395,2531.98120117188
0,-97.21,36.11,14,"January",2021,35114.0859375,0,267.526245117188,9.58249950408936,-3.62625002861023,474.632507324219
0,-95.45,38.97,12,"January",2021,34200.9921875,0.266250014305115,204.771240234375,6.94250011444092,-2.68624997138977,505.260009765625
0,-97.21,36.11,4,"June",2021,51677.92578125,0,466.381256103516,28.8612499237061,17.0799999237061,1978.53002929688
0,-97.21,36.11,3,"May",2021,48979.90625,1.06875002384186,431.646240234375,24.6237487792969,11.3287496566772,1371.89624023438
0,-98.52,34.73,6,"May",2021,48689.546875,0.967500030994415,420.398742675781,25.1437492370605,12.8637504577637,1226.15869140625
0,-97.21,36.11,6,"October",2021,41372.09375,2.44000005722046,304.198760986328,27.528751373291,12.8737497329712,1489.72875976562
0,-97.21,36.11,20,"October",2021,39205.12890625,0,339.246246337891,24.8500003814697,8.30500030517578,1127.21496582031
0,-97.21,36.11,14,"April",2022,45925.2265625,0.163749992847443,451.307495117188,23.1749992370605,5.75625038146973,843.273742675781
0,-97.21,36.11,27,"August",2022,46933.51953125,1.8474999666214,397.647491455078,33.9237518310547,19.0612487792969,2071.4775390625
0,-97.21,36.11,10,"February",2022,38252.7109375,1.77499997615814,302.796234130859,15.6187496185303,0.228749960660934,664.056274414062
0,-97.21,36.11,16,"February",2022,38252.7109375,1.77499997615814,302.796234130859,15.6187496185303,0.228749960660934,664.056274414062
0,-95.45,38.97,14,"February",2022,37706.09375,1.71000003814697,287.662506103516,9.42500019073486,-5.34625005722046,386.523742675781
0,-97.21,36.11,12,"July",2022,51185.453125,0,457.125,38.903751373291,20.9750003814697,2504.830078125
0,-97.21,36.11,27,"July",2022,50558.5390625,0,384.412506103516,40.0987510681152,24.96875,3170.00756835938
0,-99.28,36.68,28,"June",2021,52138.6484375,6.24625015258789,262.181243896484,28.40625,19.5087509155273,2268.826171875
0,-94.8,37.35,24,"October",2020,37964.74609375,12.125,141.865005493164,8.35750007629395,1.29999995231628,678.135009765625
0,-98.52,34.73,24,"October",2020,38442.5234375,11.6200008392334,209.258743286133,10.1449995040894,0.501250028610229,639.501281738281
0,-94.8,37.35,14,"February",2021,38028.4765625,1.76625001430511,204.747497558594,-10.5512504577637,-17.1100006103516,173.688751220703
0,-94.8,37.35,18,"January",2021,35368.5390625,5.34749984741211,267.0625,8.43000030517578,-3.47874999046326,473.446258544922
0,-97.39,35.65,30,"October",2021,38276.3828125,1.50124990940094,279.586242675781,21.5562496185303,8.57124996185303,1143.14245605469
0,-99.28,36.68,6,"March",2020,41403.8828125,0.671249985694885,390.612487792969,19.6737499237061,2.66000008583069,671.771240234375
0,-99.28,36.68,29,"January",2021,36305.90234375,0.451249986886978,250.372497558594,8.69749927520752,-4,337.989990234375
